CF_ITEMID,CF_ITEMNAME,CF_QUANTITY,CF_UNITNAME,CF_ITEMPRICELEVEL_PRICE,CF_SYSITEMGROUPL1ID,CF_SYSITEMGROUPL2ID,CF_SYSITEMGROUPL3ID,CF_SYSITEMGROUPL4ID,CF_SYSITEMGROUPL5ID,CF_ITEMGROUPL1_GROUPNAME,CF_ITEMGROUPL2_GROUPNAME,CF_ITEMGROUPL3_GROUPNAME,CF_ITEMGROUPL4_GROUPNAME,CF_ITEMGROUPL5_GROUPNAME,CF_ITEMGROUPL1_ORDINARY,CF_ITEMGROUPL2_ORDINARY,CF_ITEMGROUPL3_ORDINARY,CF_ITEMGROUPL4_ORDINARY,CF_ITEMGROUPL5_ORDINARY,CF_COMPANY,CF_BRANCHNAME
117-00006,"GORILLA ARM กันโคลง ISUZU D-MAX 2WD, 4WD, HI-LANDER, MU7",2,ชุด,4000,4,31,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),117-กันโคลง GORILLA ARM,,,,5,17,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
117-00007,"GORILLA ARM กันโคลง ISUZU ALL NEW D-MAX 2WD, 4WD, NEW CHEVROLET",2,ชุด,4000,4,31,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),117-กันโคลง GORILLA ARM,,,,5,17,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
120-00016,"ลูกปืนกากบาทเพลากลาง KOYO (UJM30101, MR377128) MITSUBISHI TRITON 4WD",3,ตลับ,950,4,51,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),120-ลูกปืนกากบาทเพลากลาง,,,,5,20,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
120-00024,"ลูกปืนกากบาทเพลากลาง MITSUBA (UJJ-415N) MAZDA B2500, THUNDER, M1600",3,ตลับ,750,4,51,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),120-ลูกปืนกากบาทเพลากลาง,,,,5,20,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
120-00025,"ลูกปืนกากบาทเพลากลาง MITSUBA (UJJ-230N) TOYOTA MIGHTY-X 4WD, TIGER, LH112, LN106",3,ตลับ,750,4,51,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),120-ลูกปืนกากบาทเพลากลาง,,,,5,20,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
120-00026,ลูกปืนกากบาทเพลากลาง MITSUBA (UJJ-210N) TOYOTA MIGHTY-X,3,ตลับ,750,4,51,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),120-ลูกปืนกากบาทเพลากลาง,,,,5,20,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
120-00027,ลูกปืนกากบาทเพลากลาง MITSUBA (UJJ-344N) TOYOTA TFR,4,ตลับ,750,4,51,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),120-ลูกปืนกากบาทเพลากลาง,,,,5,20,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
120-00028,ลูกปืนกากบาทเพลากลาง MITSUBA (UJJ-128N) TOYOTA NISSAN BIG-M TD,3,ตลับ,850,4,51,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),120-ลูกปืนกากบาทเพลากลาง,,,,5,20,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
120-00029,"ลูกปืนกากบาทเพลากลาง MITSUBA (UJJ-636N)  MITSUBISHI TRITON 2WD, L200, STRADA",3,ตลับ,800,4,51,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),120-ลูกปืนกากบาทเพลากลาง,,,,5,20,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
122-00001,ฝาครอบปั้มเบรก เล็ก,11,คู่,500,4,56,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),122-ฝาครอบปั้มเบรก,,,,5,22,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
125-00001,สเปเซอร์ 4 รู หนา 6mm,8,แผ่น,250,4,59,,,,อะไหล่ หมวด 100 (อะไหล่ทั่วไป),125-สเปเซอร์ แผ่นหนุนล้อ,,,,5,25,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7550,TRW ลูกหมากคันชักยาว NISSAN  FRONTIER D21 4WD,4,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7552,TRW R-ลูกหมากคันชักนอก TOYOTA ALTIS 2001-2007,1,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7553,TRW L-ลูกหมากคันชักนอก TOYOTA ALTIS 2001-2007,1,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7566,TRW L-ลูกหมากคันชักนอก MITSUBISHI Triton 4WD,1,ตัว,1100,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7567,TRW R-ลูกหมากคันชักนอก MITSUBISHI Triton 4WD,1,ตัว,1100,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7569,"TRW L-ลูกหมากคันชักนอก TOYOTA VIOS, YARIS 02",5,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7570,"TRW R-ลูกหมากคันชักนอก TOYOTA VIOS, YARIS 02",3,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7571,TRW L-ลูกหมากคันชักนอก TOYOTA CAMRY ACV30 02-04,1,ตัว,1000,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7572,TRW R-ลูกหมากคันชักนอก TOYOTA CAMRY ACV30 02-04,1,ตัว,1000,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7577,TRW R-ลูกหมากคันชักนอก TOYOTA AVANZA 2003-2011,1,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7578,TRW L-ลูกหมากคันชักนอก TOYOTA AVANZA 2003-2011,1,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7579,"TRW ลูกหมากคันชักนอก TOYOTA VIGO 4X4, FORTUNER",6,ตัว,600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7580,"TRW ลูกหมากคันชักนอก TOYOTA VIGO 4X2, INNOVA",8,ตัว,600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7581,"TRW R-ลูกหมากคันชักนอก HONDA JAZZ (GD), City 03",3,ตัว,600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7582,"TRW L-ลูกหมากคันชักนอก HONDA JAZZ (GD), City 03",3,ตัว,600,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7583,TRW R-ลูกหมากคันชักนอก MAZDA MAZDA 3,1,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7584,TRW L-ลูกหมากคันชักนอก MAZDA MAZDA 3,1,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7590,TRW L-ลูกหมากคันชัก Chevelolet OPTRA 03-08,1,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7591,TRW R-ลูกหมากคันชัก Chevelolet OPTRA 03-08,1,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7595,"TRW ลูกหมากคันชัก TOYOTA HIACE KDH200, 222 COMMUTER",6,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7614,"TRW L-ลูกหมากคันชัก Chevelolet AVEO (T250, T255) 07",1,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7615,"TRW R-ลูกหมากคันชัก Chevelolet AVEO (T250, T255) 07",1,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7624,TRW R-ลูกหมากคันชักนอก HONDA Civic FD 06-11,1,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7625,TRW L-ลูกหมากคันชักนอก HONDA Civic FD 06-11,3,ตัว,700,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7635,"TRW ลูกหมากคันชัก HONDA CRV 3,  2007",4,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7672,TRW R-ลูกหมากคันชักนอก TOYOTA VIOS 2007-2011 YARIS 2008,5,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7673,TRW L-ลูกหมากคันชักนอก TOYOTA VIOS 2007-2011 YARIS 2008,5,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7694,TRW ลูกหมากคันชักนอก MITSUBISHI Triton 2WD,2,ตัว,900,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7698,TRW ลูกหมากคันชักนอก TOYOTA Altis 2008-2014,2,ตัว,800,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
201-JTE7699,TRW R-ลูกหมากคันชักนอก TOYOTA CAMRY ACV40  06,1,ตัว,1200,5,15,,,,อะไหล่ หมวด 200 (ช่วงล่าง เบรก โช๊ค),201-ลูกหมาก TRW,,,,6,1,,,,บริษัท เอเซียไทร์ (ประเทศไทย) จำกัด,00001
